0.0,0.28046989720998533
1.0,0.30250719276613236
2.0,0.34507628294036063
3.0,0.37492083597213427
4.0,0.3909398965578741
5.0,0.41471364271302186
6.0,0.41475133099597455
7.0,0.4316831683168317
8.0,0.4395395501108882
9.0,0.434774418385608
10.0,0.4420314933379477
11.0,0.4442234377589922
12.0,0.45064377682403434
13.0,0.45467812550672937
14.0,0.4539154539154539
15.0,0.4602534562211982
16.0,0.456696195935383
17.0,0.4680435048270805
18.0,0.4747646443514644
19.0,0.48572556242599657
20.0,0.53931659118979
21.0,0.623252391464312
22.0,0.6008014796547472
23.0,0.5130751406818934
24.0,0.5880865056279246
